target,source
Jean de Florette,Drama
Manon of the Spring,Drama
Johnny 100 Pesos,Drama
Private Benjamin,Comedy
Monty Python and the Holy Grail,Fantasy
Hustler White,Drama
Dadetown,Unknown
Everything Relative,Drama
Entertaining Angels - The Dorothy Day Story,Drama
Three Lives and Only One Death,Crime
The Line King: The Al Hirschfeld Story,Documentary
Snowriders,Documentary
Curtis's Charm,Unknown
When We Were Kings,Documentary
The Wrong Trousers,Family
JLG/JLG: Self-Portrait in December,Documentary
The Return of Martin Guerre,Romance
Faust,Fantasy
He Walked by Night,Thriller
Raw Deal,Crime
T-Men,Crime
The Children Are Watching Us,Drama
Pastoral Symphony,Drama
Here Comes Cookie,Unknown
Love In Bloom,Unknown
Six of a Kind,Comedy
The Tin Drum,War
The Ruling Class,Comedy
Mina Tannenbaum,Comedy
2 or 3 Things I Know About Her,Drama
The Bloody Child,Drama
Dear God,Comedy
Bad Moon,Horror
American Dream,Documentary
Best of the Best 3: No Turning Back,Action
Bob Roberts,Drama
Cinema Paradiso,Romance
"The Cook, the Thief, His Wife & Her Lover",Drama
Dead Tired,Comedy
Delicatessen,Fantasy
The Double Life of Veronique,Thriller
Enchanted April,Drama
Paths of Glory,War
The Grifters,Drama
Hear My Song,Foreign
The Shooter,Western
The English Patient,War
Mediterraneo,War
My Left Foot: The Story of Christy Brown,Drama
"Sex, Lies, and Videotape",Drama
Passion Fish,Drama
Strictly Ballroom,Romance
The Thin Blue Line,Crime
Tie Me Up! Tie Me Down!,Romance
Madonna: Truth or Dare,Music
Paris is Burning,Documentary
One Flew Over the Cuckoo's Nest,Drama
Up in Smoke,Comedy
The Empire Strikes Back,Fiction
The Princess Bride,Romance
Raiders of the Lost Ark,Action
Brazil,Fiction
Aliens,Fiction
"The Good, the Bad and the Ugly",Western
Withnail & I,Drama
12 Angry Men,Drama
Lawrence of Arabia,War
A Clockwork Orange,Drama
To Kill a Mockingbird,Drama
Apocalypse Now,War
Once Upon a Time in the West,Western
Return of the Jedi,Fiction
Wings of Desire,Romance
The Third Man,Mystery
GoodFellas,Crime
Alien,Fiction
Army of Darkness,Comedy
The Big Blue,Romance
Ran,History
The Killer,Thriller
Psycho,Thriller
The Blues Brothers,Crime
The Godfather: Part II,Crime
Full Metal Jacket,War
A Grand Day Out,Family
Henry V,Romance
Amadeus,Music
The Quiet Man,Romance
Once Upon a Time in America,Crime
Raging Bull,Drama
Annie Hall,Romance
The Right Stuff,History
Stalker,Thriller
Das Boot,Adventure
The Sting,Drama
Harold and Maude,Romance
Trust,Comedy
The Seventh Seal,Drama
Local Hero,Drama
The Terminator,Fiction
Braindead,Comedy
Glory,War
Rosencrantz & Guildenstern Are Dead,Drama
Manhattan,Romance
Miller's Crossing,Crime
Dead Poets Society,Drama
The Graduate,Drama
Touch of Evil,Crime
La Femme Nikita,Thriller
The Bridge on the River Kwai,War
8½,Drama
Chinatown,Thriller
The Day the Earth Stood Still,Thriller
The Treasure of the Sierra Madre,Western
Bad Taste,Fiction
Duck Soup,Comedy
Better Off Dead...,Comedy
The Shining,Thriller
Stand by Me,Drama
M,Crime
Evil Dead II,Fantasy
The Great Escape,War
The Deer Hunter,War
Diva,Thriller
Groundhog Day,Comedy
Unforgiven,Western
The Manchurian Candidate,Thriller
Pump up the Volume,Drama
Arsenic and Old Lace,Crime
Back to the Future,Family
Fried Green Tomatoes,Comedy
Patton,War
Down by Law,Comedy
Akira,Animation
Highlander,Fantasy
Cool Hand Luke,Drama
Cyrano de Bergerac,Romance
Young Frankenstein,Fiction
Night on Earth,Drama
Raise the Red Lantern,Drama
The Great Dictator,Comedy
Fantasia,Music
High Noon,Western
The Big Sleep,Thriller
Heathers,Drama
Somewhere in Time,Romance
Ben-Hur,History
This Is Spinal Tap,Music
Koyaanisqatsi,Music
Some Kind of Wonderful,Romance
Indiana Jones and the Last Crusade,Action
Being There,Drama
Gandhi,History
The Unbearable Lightness of Being,Romance
A Room with a View,Romance
Real Genius,Romance
Pink Floyd: The Wall,Music
The Killing Fields,History
My Life as a Dog,Comedy
Forbidden Planet,Action
Field of Dreams,Fantasy
The Man Who Would Be King,Drama
Butch Cassidy and the Sundance Kid,Crime
"Paris, Texas",Drama
Until the End of the World,Action
When Harry Met Sally...,Drama
I Shot a Man in Vegas,Unknown
Parallel Sons,Unknown
Hype!,Music
Santa with Muscles,Comedy
Female Perversions,Romance
Mad Dog Time,Crime
Breathing Room,Comedy
Paris Was a Woman,Documentary
I'm Not Rappaport,Comedy
Blue Juice,Romance
Kids of Survival,Unknown
Alien³,Horror
An American Werewolf in London,Comedy
Amityville: It's About Time,Horror
Amityville 3-D,Thriller
Amityville: Dollhouse,Horror
Amityville: A New Generation,Horror
Amityville II: The Possession,Horror
The Amityville Horror,Thriller
The Amityville Curse,Horror
Blood for Dracula,Horror
April Fool's Day,Mystery
Audrey Rose,Thriller
The Believers,Thriller
The Birds,Horror
The Blob,Fiction
Blood Beach,Comedy
Body Parts,Thriller
The Body Snatcher,Horror
Dracula,Horror
Bride of Frankenstein,Fiction
Burnt Offerings,Horror
Candyman,Thriller
Cape Fear,Thriller
Cape Fear,Thriller
Carrie,Thriller
Cat People,Thriller
A Nightmare on Elm Street,Horror
Nosferatu,Horror
Vampire in Venice,Horror
The Omen,Thriller
Blood and Wine,Thriller
Albino Alligator,Thriller
The Mirror Has Two Faces,Romance
Breaking the Waves,Romance
Nightwatch,Thriller
Star Trek: First Contact,Thriller
Shine,Drama
Sling Blade,Drama
Jingle All the Way,Comedy
Identification of a Woman,Drama
Paradise Lost: The Child Murders at Robin Hood Hills,Drama
The Preacher's Wife,Family
Zero Kelvin,Thriller
Ridicule,Romance
The Crucible,History
101 Dalmatians,Family
The Forbidden Christ,Drama
I Can't Sleep,Mystery
Die Hard 2,Thriller
Star Trek: The Motion Picture,Mystery
Star Trek VI: The Undiscovered Country,Thriller
Star Trek V: The Final Frontier,Thriller
Star Trek II: The Wrath of Khan,Thriller
Star Trek III: The Search for Spock,Thriller
Star Trek IV: The Voyage Home,Adventure
Batman Returns,Fantasy
Young Guns,Western
Young Guns II,Adventure
Grease,Romance
Grease 2,Romance
Marked for Death,Thriller
Adrenalin: Fear the Rush,Thriller
The Substance of Fire,Drama
Under Siege,Thriller
Terror in a Texas Town,Western
Jaws,Adventure
Jaws 2,Thriller
Jaws 3-D,Horror
My Fellow Americans,Drama
Mars Attacks!,Fiction
Citizen Ruth,Comedy
Jerry Maguire,Romance
Raising Arizona,Crime
Tin Men,Drama
Sneakers,Drama
Bastard Out of Carolina,Drama
In Love and War,Romance
Marvin's Room,Drama
Somebody Is Waiting,Drama
Ghosts of Mississippi,Drama
Night Falls on Manhattan,Crime
Beavis and Butt-Head Do America,Comedy
La Cérémonie,Thriller
Scream,Mystery
The Last of the Mohicans,War
Michael,Fantasy
The Evening Star,Comedy
Hamlet,Drama
Some Mother's Son,History
The Whole Wide World,Romance
Mother,Comedy
Thieves,Drama
Evita,Music
The Portrait of a Lady,Romance
Walkabout,Drama
Message to Love: The Isle of Wight Festival,Music
Murder at 1600,Crime
Hearts and Minds,Foreign
Inside,Movie
Fierce Creatures,Romance
Zeus & Roxanne,Romance
Turbulence,Crime
Angel Baby,Drama
First Strike,Thriller
Underworld,Thriller
Beverly Hills Ninja,Comedy
Metro,Thriller
The Machine,Fiction
Falling in Love Again,Romance
The Cement Garden,Drama
Dante's Peak,Thriller
Meet Wally Sparks,Comedy
Amos & Andrew,Comedy
Benny & Joon,Romance
Prefontaine,Romance
A Tickle in the Heart,Documentary
Guantanamera,Foreign
McHale's Navy,Romance
Kolya,Comedy
Gridlock'd,Comedy
Fire on the Mountain,Documentary
Waiting for Guffman,Comedy
Prisoner of the Mountains,War
The Beautician and the Beast,Romance
SubUrbia,Drama
Hotel de Love,Romance
The Pest,Comedy
Fools Rush In,Romance
Touch,Romance
Absolute Power,Thriller
That Darn Cat,Family
Vegas Vacation,Comedy
Unforgotten: Twenty-Five Years After Willowbrook,Unknown
That Old Feeling,Romance
Lost Highway,Mystery
Rosewood,History
Donnie Brasco,Thriller
Salut cousin !,Comedy
Booty Call,Comedy
Rhyme & Reason,Documentary
Boys Life 2,Romance
City of Industry,Drama
Best Men,Romance
Jungle 2 Jungle,Family
Kama Sutra - A Tale of Love,Romance
Private Parts,Drama
Love Jones,Romance
The Saint,Adventure
Smilla's Sense of Snow,Thriller
The Van,Drama
Crash,Romance
The Daytrippers,Mystery
Liar Liar,Comedy
The Quiet Room,Foreign
Selena,Drama
The Devil's Own,Drama
Cats Don't Dance,Music
B.A.P.S.,Comedy
Love and Other Catastrophes,Romance
Turbo: A Power Rangers Movie,Thriller
Anna Karenina,Romance
Double Team,Fiction
Inventing the Abbotts,Romance
Anaconda,Thriller
Grosse Pointe Blank,Romance
Keys to Tulsa,Thriller
Kissed,Drama
8 Heads in a Duffel Bag,Crime
Hollow Reed,Drama
Paradise Road,History
Traveller,Crime
All Over Me,Romance
A Brother's Kiss,Drama
A Chef in Love,Foreign
Romy and Michele's High School Reunion,Comedy
Temptress Moon,Romance
Volcano,Thriller
Children of the Revolution,Drama
Austin Powers: International Man of Mystery,Crime
Breakdown,Thriller
Broken English,Drama
Commandments,Romance
Ripe,Drama
"Truth or Consequences, N.M.",Thriller
The Turning,Drama
Warriors of Virtue,Action
Fathers' Day,Family
The Fifth Element,Fiction
Intimate Relations,Unknown
Nowhere,Comedy
Losing Chase,Romance
Sprung,Romance
The Promise,Romance
Le Bonheur,Romance
Love! Valour! Compassion!,Drama
Shall We Dance?,Romance
The Second Jungle Book: Mowgli & Baloo,Family
Twin Town,Drama
Addicted to Love,Romance
Brassed Off,Drama
The Designated Mourner,Unknown
The Lost World: Jurassic Park,Fiction
Ponette,Foreign
Schizopolis,Comedy
Shiloh,Family
The War at Home,Drama
Rough Magic,Fantasy
Trial and Error,Romance
Buddy,Family
Con Air,Crime
Late Bloomers,Unknown
The Pillow Book,Romance
To Have (Or Not),Romance
Speed 2: Cruise Control,Thriller
Squeeze,Drama
Sudden Manhattan,Thriller
The Next Step,Unknown
Wedding Bell Blues,Romance
Batman & Robin,Fantasy
Dream with the Fishes,Comedy
Roseanna's Grave,Drama
Head Above Water,Thriller
Hercules,Romance
The Last Time I Committed Suicide,Drama
MURDER and murder,Romance
My Best Friend's Wedding,Romance
Tetsuo II: Body Hammer,Thriller
When the Cat's Away,Comedy
Contempt,Drama
Face/Off,Thriller
Fall,Romance
Gabbeh,Romance
Mondo,Drama
The Innocent Sleep,Thriller
For Ever Mozart,War
Men in Black,Fiction
Out to Sea,Romance
Wild America,Family
A Simple Wish,Fantasy
Contact,Mystery
Love Serenade,Romance
G.I. Jane,Drama
Conan the Barbarian,Action
George of the Jungle,Romance
Cop Land,Drama
Event Horizon,Mystery
Spawn,Thriller
Air Bud,Drama
Picture Perfect,Romance
In the Company of Men,Drama
Free Willy 3: The Rescue,Adventure
Career Girls,Drama
Conspiracy Theory,Thriller
Desperate Measures,Thriller
Steel,Adventure
She's So Lovely,Thriller
Hoodlum,Drama
Leave it to Beaver,Family
Mimic,Thriller
Money Talks,Comedy
Excess Baggage,Romance
Kull the Conqueror,Fiction
Air Force One,Thriller
One Eight Seven,Thriller
The Hunt for Red October,Thriller
My Own Private Idaho,Romance
"Kiss Me, Guido",Comedy
Star Maps,Drama
In & Out,Romance
The Edge,Drama
The Peacemaker,Thriller
L.A. Confidential,Thriller
Seven Years in Tibet,History
Kiss the Girls,Crime
Soul Food,Drama
Kicked in the Head,Romance
Wishmaster,Horror
A Thousand Acres,Drama
The Game,Mystery
Fire Down Below,Thriller
U Turn,Thriller
The Locusts,Romance
The Matchmaker,Romance
The Assignment,Crime
A Smile Like Yours,Romance
Ulee's Gold,Drama
The Ice Storm,Drama
Stag,Thriller
Chasing Amy,Romance
Def Jam's How to Be a Player,Romance
The Full Monty,Comedy
Alive and Kicking,Drama
Mrs Brown,Romance
I Know What You Did Last Summer,Mystery
The Devil's Advocate,Thriller
RocketMan,Fiction
Playing God,Crime
The House of Yes,Drama
"Fast, Cheap & Out of Control",Documentary
Washington Square,Romance
Telling Lies In America,Drama
Year of the Horse,Music
Gattaca,Romance
FairyTale: A True Story,Family
Phantoms,Thriller
Swept from the Sea,Romance
Wonderland,Documentary
A Life Less Ordinary,Romance
Hurricane Streets,Drama
Eve's Bayou,Drama
Switchback,Thriller
Gang Related,Drama
Stripes,Comedy
Nenette and Boni,Drama
Bean,Comedy
Hugo Pool,Romance
Mad City,Thriller
One Night Stand,Drama
The Tango Lesson,Foreign
Welcome to Sarajevo,History
Deceiver,Thriller
The Rainmaker,Thriller
Boogie Nights,Drama
Witness,Thriller
Incognito,Thriller
Starship Troopers,Fiction
Critical Care,Drama
The Joy Luck Club,Drama
Chairman of the Board,Comedy
Sliding Doors,Romance
Mortal Kombat: Annihilation,Fiction
The Truman Show,Drama
The Wings of the Dove,Romance
Mrs. Dalloway,Romance
"I Love You, I Love You Not",Romance
Red Corner,Thriller
The Jackal,Crime
Anastasia,Family
The Man Who Knew Too Little,Action
Alien: Resurrection,Action
Alien Escape,Fiction
Amistad,Mystery
The Apostle,Drama
Artemisia,History
Bent,Romance
Bang,Drama
The Boys,Comedy
The Butcher Boy,Drama
Deconstructing Harry,Drama
Flubber,Fiction
For Richer or Poorer,Comedy
Good Will Hunting,Drama
Guy,Unknown
Tar,Unknown
Home Alone 3,Family
Ill Gotten Gains,Drama
Man of Her Dreams,Drama
Midnight in the Garden of Good and Evil,Thriller
MouseHunt,Family
Never Met Picasso,Unknown
Office Killer,Thriller
Other Voices Other Rooms,Drama
Scream 2,Mystery
Stranger in the House,Thriller
The Sweet Hereafter,Drama
Time Tracers,Fiction
Titanic,Thriller
Tomorrow Never Dies,Thriller
Twisted,Drama
Full Speed,Drama
The Education of Little Tree,Drama
The Postman,Adventure
The Horse Whisperer,Romance
The Winter Guest,Drama
Jackie Brown,Romance
Kundun,Drama
Mr. Magoo,Family
The Big Lebowski,Crime
Afterglow,Comedy
My Life in Pink,Comedy
Great Expectations,Romance
3 Ninjas: High Noon at Mega Mountain,Family
Men of Means,Action
Caught Up,Crime
Arguing the World,Unknown
Firestorm,Thriller
Senseless,Romance
Wag the Dog,Drama
Dark City,Fiction
The Leading Man,Romance
Star Kid,Fiction
Hard Rain,Thriller
Half Baked,Crime
Fallen,Drama
Shooting Fish,Romance
The Prophecy II,Thriller
Fallen Angels,Romance
Four Days in September,Thriller
Spice World,Music
Deep Rising,Fiction
Tainted,Comedy
A Letter from Death Row,Mystery
Music from Another Room,Romance
Mother and Son,Drama
The Replacement Killers,Thriller
B. Monkey,Drama
The Night Flier,Fantasy
Blues Brothers 2000,Crime
Tokyo Fist,Thriller
Ride,Comedy
The Wedding Singer,Comedy
Sphere,Fiction
Ayn Rand: A Sense of Life,Documentary
A Further Gesture,Romance
Little City,Romance
Palmetto,Crime
As Good as It Gets,Romance
King of New York,Crime
A Paralyzing Fear: The Story of Polio in America,Documentary
Men with Guns,Crime
Twilight,Thriller
U.S. Marshals,Action
Welcome to Woop Woop,Adventure
Love and Death on Long Island,Foreign
Midaq Alley,Drama
In God's Hands,Adventure
Everest,Documentary
Hush,Thriller
Suicide Kings,Thriller
The Man in the Iron Mask,Drama
The Newton Boys,Drama
Wild Things,Thriller
Paulie,Family
"A Cool, Dry Place",Romance
Fireworks,Drama
Primary Colors,Drama
"Niagara, Niagara",Romance
Wide Awake,Family
A Price Above Rubies,Romance
Eden,Drama
Two Girls and a Guy,Romance
No Looking Back,Romance
Storefront Hitchcock,Documentary
The Proposition,Romance
The Object of My Affection,Romance
Meet the Deedles,Family
Homegrown,Crime
The Players Club,Drama
Barney's Great Adventure,Family
The Big One,Documentary
Chinese Box,Romance
Lost in Space,Fiction
Heaven's Burning,Crime
Mercury Rising,Thriller
The Spanish Prisoner,Thriller
City of Angels,Romance
The Last Days of Disco,Romance
The Odd Couple II,Comedy
My Giant,Family
He Got Game,Drama
The Gingerbread Man,Thriller
Illtown,Unknown
Slappy and the Stinkers,Family
Live Flesh,Thriller
Zero Effect,Thriller
Nil by Mouth,Drama
Ratchet,Thriller
The Borrowers,Family
Prince Valiant,Fantasy
"I Love You, Don't Touch Me!",Romance
Leather Jacket Love Story,Romance
Love Walked In,Thriller
"An Alan Smithee Film: Burn, Hollywood, Burn",Comedy
Kissing a Fool,Romance
Krippendorf's Tribe,Family
Kurt & Courtney,Music
The Real Blonde,Romance
Mr. Nice Guy,Comedy
Taste of Cherry,Drama
Character,History
Junk Mail,Thriller
Species II,Horror
Major League: Back to the Minors,Comedy
Sour Grapes,Comedy
Wild Man Blues,Documentary
The Big Hit,Thriller
Tarzan and the Lost City,Adventure
Black Dog,Thriller
"Dancer, Texas Pop. 81",Family
A Friend of the Deceased,Comedy
Go Now,Movie
Les Misérables,Romance
Still Breathing,Romance
Clockwatchers,Drama
Deep Impact,Romance
Little Men,Unknown
Woo,Romance
The Hanging Garden,Drama
Lawn Dogs,Drama
Quest for Camelot,Family
Godzilla,Thriller
Bulworth,Drama
Fear and Loathing in Las Vegas,Comedy
The Opposite of Sex,Drama
I Got the Hook Up,Comedy
Almost Heroes,Western
Hope Floats,Romance
Insomnia,Thriller
Little Boy Blue,Thriller
The Ugly,Thriller
A Perfect Murder,Drama
Beyond Silence,Drama
Six Days Seven Nights,Romance
Can't Hardly Wait,Romance
Cousin Bette,Romance
High Art,Romance
The Land Girls,War
Passion in the Desert,Adventure
Children of Heaven,Family
Dear Jesse,Unknown
Dream for an Insomniac,Drama
Hav Plenty,Thriller
Henry Fool,Drama
Marie from the Bay of Angels,Romance
Mr. Jealousy,Romance
Mulan,Adventure
Resurrection Man,Drama
The X Files,Thriller
I Went Down,Crime
Doctor Dolittle,Fantasy
Out of Sight,Crime
Picnic at Hanging Rock,Mystery
Smoke Signals,Comedy
Voyage to the Beginning of the World,Foreign
Buffalo '66,Drama
Armageddon,Adventure
Lethal Weapon 4,Thriller
Madeline,Family
Small Soldiers,Action
Pi,Thriller
